0009_8min_SMOOTHED.mat,0015_8min_SMOOTHED.mat,0016_8min_SMOOTHED.mat,0018_8min_SMOOTHED.mat,0023_8min_SMOOTHED.mat,0028_8min_SMOOTHED.mat,0029_8min_SMOOTHED.mat,0030_8min_SMOOTHED.mat,0031_8min_SMOOTHED.mat,0032_8min_SMOOTHED.mat,0035_8min_SMOOTHED.mat,0038_8min_SMOOTHED.mat,0103_8min_SMOOTHED.mat,0104_8min_SMOOTHED.mat,0105_8min_SMOOTHED.mat,0115_8min_SMOOTHED.mat,0121_8min_SMOOTHED.mat,0122_8min_SMOOTHED.mat,0123_8min_SMOOTHED.mat,0125_8min_SMOOTHED.mat,0127_8min_SMOOTHED.mat,0128_8min_SMOOTHED.mat,0133_8min_SMOOTHED.mat,0134_8min_SMOOTHED.mat,0142_8min_SMOOTHED.mat,0147_8min_SMOOTHED.mat,0148_8min_SMOOTHED.mat,0149_8min_SMOOTHED.mat,0150_8min_SMOOTHED.mat,0309_8min_SMOOTHED.mat,0311_8min_SMOOTHED.mat,0312_8min_SMOOTHED.mat,0313_8min_SMOOTHED.mat,0322_8min_SMOOTHED.mat,0325_8min_SMOOTHED.mat,0328_8min_SMOOTHED.mat,0329_8min_SMOOTHED.mat,0330_8min_SMOOTHED.mat,0331_8min_SMOOTHED.mat,0332_8min_SMOOTHED.mat,0333_8min_SMOOTHED.mat,0370_8min_SMOOTHED.mat
2.08711532099027,2.12597047718226,2.04162062959846,2.34789358770875,2.54670904753924,1.72398847833331,2.22023841421027,1.72287807030434,2.73549732545162,1.78794698835746,2.31816040596597,2.5212725584696,1.89389786809718,1.56640247841351,2.21704903691331,1.79681999898071,1.90205424591848,1.89240616405689,2.14431816561779,2.16783326273852,2.64399337935888,2.26628820359252,2.67218162986572,1.74507548247858,1.91603770187659,1.8787303975143,3.09883427188568,3.07436240582665,2.44251112340122,1.87391001476893,1.51063104201492,1.84326050008799,1.43625164305034,2.17644376016896,1.70677820681779,1.97196633070234,1.70325018674513,2.26386913019192,2.34919897018558,1.93636097904377,1.70052777503937,2.38782761533503
