0009_8min.mat,0015_8min.mat,0016_8min.mat,0018_8min.mat,0023_8min.mat,0028_8min.mat,0029_8min.mat,0030_8min.mat,0031_8min.mat,0032_8min.mat,0035_8min.mat,0038_8min.mat,0103_8min.mat,0104_8min.mat,0105_8min.mat,0115_8min.mat,0121_8min.mat,0122_8min.mat,0123_8min.mat,0125_8min.mat,0127_8min.mat,0128_8min.mat,0133_8min.mat,0134_8min.mat,0142_8min.mat,0147_8min.mat,0148_8min.mat,0149_8min.mat,0150_8min.mat,0309_8min.mat,0311_8min.mat,0312_8min.mat,0313_8min.mat,0322_8min.mat,0325_8min.mat,0328_8min.mat,0329_8min.mat,0330_8min.mat,0331_8min.mat,0332_8min.mat,0333_8min.mat,0370_8min.mat
2.60926569817148,2.22894585908803,2.03164700546198,2.59727990050913,2.69043438928423,1.70350088974929,2.22190416184776,1.82519369661392,2.79235064038768,1.88412675263392,2.42150091867797,2.44694815013038,2.15728130539581,1.56783661661416,2.29158434369669,1.68697612766458,1.91829953793487,1.96091443788561,2.21248842525596,2.15673510071618,2.60035827243408,2.20723928453986,2.6510380707346,1.94511208322981,1.93551388674,1.99781048415136,3.13812797107157,3.01969733650637,2.84558052044558,1.87341367911945,1.51695773571528,1.83308860972135,1.44524514646027,2.2628178914392,1.69238827302518,1.9682468799698,1.7024528977135,2.30374261686989,2.38378376955901,1.93744455044017,1.70826863831902,2.40377036348289
