0009_8min.mat,0015_8min.mat,0016_8min.mat,0018_8min.mat,0023_8min.mat,0028_8min.mat,0029_8min.mat,0030_8min.mat,0031_8min.mat,0032_8min.mat,0035_8min.mat,0038_8min.mat,0103_8min.mat,0104_8min.mat,0105_8min.mat,0115_8min.mat,0121_8min.mat,0122_8min.mat,0123_8min.mat,0125_8min.mat,0127_8min.mat,0128_8min.mat,0133_8min.mat,0134_8min.mat,0142_8min.mat,0147_8min.mat,0148_8min.mat,0149_8min.mat,0150_8min.mat,0309_8min.mat,0311_8min.mat,0312_8min.mat,0313_8min.mat,0322_8min.mat,0325_8min.mat,0328_8min.mat,0329_8min.mat,0330_8min.mat,0331_8min.mat,0332_8min.mat,0333_8min.mat,0370_8min.mat
2.06461105228662,2.12714303179384,2.06832905626975,2.35274399176924,2.55191755668435,1.72198591777921,2.14941306222484,1.78547155647186,2.75590974476421,1.848801652675,2.46081339426239,2.50732497720917,1.90660197217483,1.57494369089994,2.23982644233382,1.83930842281022,1.92889621928346,1.89853308062317,2.20260054338317,2.16466208563133,2.63898686681945,2.26343529457158,2.66625309434287,1.76742092022639,1.9261557208472,1.95530136402798,3.11332028670335,3.07581555986132,2.55247986031051,1.8722726789832,1.51120273066042,1.84494783026775,1.43984791832211,2.1848536749345,1.70585865225201,1.98327411516757,1.70257132853469,2.267107516516,2.35475894323062,1.93889777159454,1.70466399126374,2.39146265328773
