0009_8min_INTERPOLATED.mat,0015_8min_INTERPOLATED.mat,0016_8min_INTERPOLATED.mat,0018_8min_INTERPOLATED.mat,0023_8min_INTERPOLATED.mat,0028_8min_INTERPOLATED.mat,0029_8min_INTERPOLATED.mat,0030_8min_INTERPOLATED.mat,0031_8min_INTERPOLATED.mat,0032_8min_INTERPOLATED.mat,0035_8min_INTERPOLATED.mat,0038_8min_INTERPOLATED.mat,0103_8min_INTERPOLATED.mat,0104_8min_INTERPOLATED.mat,0105_8min_INTERPOLATED.mat,0115_8min_INTERPOLATED.mat,0121_8min_INTERPOLATED.mat,0122_8min_INTERPOLATED.mat,0123_8min_INTERPOLATED.mat,0125_8min_INTERPOLATED.mat,0127_8min_INTERPOLATED.mat,0128_8min_INTERPOLATED.mat,0133_8min_INTERPOLATED.mat,0134_8min_INTERPOLATED.mat,0142_8min_INTERPOLATED.mat,0147_8min_INTERPOLATED.mat,0148_8min_INTERPOLATED.mat,0149_8min_INTERPOLATED.mat,0150_8min_INTERPOLATED.mat,0309_8min_INTERPOLATED.mat,0311_8min_INTERPOLATED.mat,0312_8min_INTERPOLATED.mat,0313_8min_INTERPOLATED.mat,0322_8min_INTERPOLATED.mat,0325_8min_INTERPOLATED.mat,0328_8min_INTERPOLATED.mat,0329_8min_INTERPOLATED.mat,0330_8min_INTERPOLATED.mat,0331_8min_INTERPOLATED.mat,0332_8min_INTERPOLATED.mat,0333_8min_INTERPOLATED.mat,0370_8min_INTERPOLATED.mat
2.08817473243592,2.12507836321764,2.04116932636541,2.34738101357734,2.54706948493395,1.72634426256207,2.22714241131389,1.72138448025092,2.73592632088287,1.78690425271087,2.31661738251721,2.51981563681564,1.89426999146989,1.56611815136053,2.21590783900237,1.79934736206259,1.90110515907323,1.89220467760184,2.14108475377983,2.1680199814073,2.64521406240748,2.26684107007316,2.67261526020052,1.74429475115617,1.91528462810407,1.88144985362726,3.0974868080454,3.07599314484891,2.43745414035127,1.87349711172753,1.51063606692548,1.84416860427264,1.43593340755708,2.17609375642696,1.70679275413225,1.97146603735321,1.7032628866643,2.26379453841784,2.34905087239843,1.93623367783542,1.70057266777003,2.38736762825664
