0009_8min.mat,0015_8min.mat,0016_8min.mat,0018_8min.mat,0023_8min.mat,0028_8min.mat,0029_8min.mat,0030_8min.mat,0031_8min.mat,0032_8min.mat,0035_8min.mat,0038_8min.mat,0103_8min.mat,0104_8min.mat,0105_8min.mat,0115_8min.mat,0121_8min.mat,0122_8min.mat,0123_8min.mat,0125_8min.mat,0127_8min.mat,0128_8min.mat,0133_8min.mat,0134_8min.mat,0142_8min.mat,0147_8min.mat,0148_8min.mat,0149_8min.mat,0150_8min.mat,0309_8min.mat,0311_8min.mat,0312_8min.mat,0313_8min.mat,0322_8min.mat,0325_8min.mat,0328_8min.mat,0329_8min.mat,0330_8min.mat,0331_8min.mat,0332_8min.mat,0333_8min.mat,0370_8min.mat
2.06503849544751,2.17267114866869,2.08938694565759,2.3740249902683,2.55246575843212,1.73755762265308,2.15279082695102,1.83213165832152,2.77134879444452,1.8916413250798,2.52483999084557,2.502410269044,1.92269905059074,1.58659432122558,2.24765632884259,1.85488878802084,1.94348457666841,1.90179634308144,2.22536592058677,2.16267063667763,2.63535624088752,2.26093969558407,2.66204709812816,1.78080129447254,1.93233288936241,1.97617936272477,3.12233126101983,3.07611020806163,2.62139478460144,1.87150970471357,1.51160935065286,1.84494660977492,1.44255945980438,2.19001035421315,1.70571556555495,1.98825236450024,1.70164301691454,2.26884242620135,2.35818701232677,1.94013950340837,1.7071677997285,2.39318971814018
